,作物编号,作物名称,地块类型,种植季次,亩产量/斤,销售单价平均值/(元/斤),种植成本/(元/亩),预期销售量/斤,地块名称,地块面积/亩,豆类,种植规模,是否种,年份,yield,area,cost,是否种豆
23,1,黄豆,山坡地,第一季,360.0,3.25,400.0,57000.0,C4,18.0,1,5.4,0.0,2023,0.0,0.0,0.0,0.0
24,1,黄豆,山坡地,第一季,360.0,3.25,400.0,57000.0,C5,27.0,1,8.099999999999998,0.0,2023,0.0,0.0,0.0,0.0
25,1,黄豆,山坡地,第一季,360.0,3.25,400.0,57000.0,C6,20.0,1,6.0,0.0,2023,0.0,0.0,0.0,0.0
26,2,黑豆,平旱地,第一季,500.0,7.5,400.0,21850.0,A1,80.0,1,24.0,0.0,2023,0.0,0.0,0.0,0.0
27,2,黑豆,平旱地,第一季,500.0,7.5,400.0,21850.0,A2,55.0,1,16.5,0.0,2023,0.0,0.0,0.0,0.0
28,2,黑豆,平旱地,第一季,500.0,7.5,400.0,21850.0,A3,35.0,1,10.5,0.0,2023,0.0,0.0,0.0,0.0
29,2,黑豆,平旱地,第一季,500.0,7.5,400.0,21850.0,A4,72.0,1,21.6,0.0,2023,0.0,0.0,0.0,0.0
30,2,黑豆,平旱地,第一季,500.0,7.5,400.0,21850.0,A5,68.0,1,20.4,0.0,2023,0.0,0.0,0.0,0.0
31,2,黑豆,平旱地,第一季,500.0,7.5,400.0,21850.0,A6,55.0,1,16.5,0.0,2023,0.0,0.0,0.0,0.0
32,2,黑豆,梯田,第一季,475.0,7.5,400.0,21850.0,B1,60.0,1,18.0,0.0,2023,0.0,0.0,0.0,0.0
33,2,黑豆,梯田,第一季,475.0,7.5,400.0,21850.0,B2,46.0,1,46.0,1.0,2023,21850.0,46.0,18400.0,1.0
34,2,黑豆,梯田,第一季,475.0,7.5,400.0,21850.0,B3,40.0,1,12.0,0.0,2023,0.0,0.0,0.0,0.0
35,2,黑豆,梯田,第一季,475.0,7.5,400.0,21850.0,B4,28.0,1,8.4,0.0,2023,0.0,0.0,0.0,0.0
36,2,黑豆,梯田,第一季,475.0,7.5,400.0,21850.0,B5,25.0,1,7.5,0.0,2023,0.0,0.0,0.0,0.0
37,2,黑豆,梯田,第一季,475.0,7.5,400.0,21850.0,B6,86.0,1,25.8,0.0,2023,0.0,0.0,0.0,0.0
38,2,黑豆,梯田,第一季,475.0,7.5,400.0,21850.0,B7,55.0,1,16.5,0.0,2023,0.0,0.0,0.0,0.0
39,2,黑豆,梯田,第一季,475.0,7.5,400.0,21850.0,B8,44.0,1,13.2,0.0,2023,0.0,0.0,0.0,0.0
40,2,黑豆,梯田,第一季,475.0,7.5,400.0,21850.0,B9,50.0,1,15.0,0.0,2023,0.0,0.0,0.0,0.0
41,2,黑豆,梯田,第一季,475.0,7.5,400.0,21850.0,B10,25.0,1,7.5,0.0,2023,0.0,0.0,0.0,0.0
42,2,黑豆,梯田,第一季,475.0,7.5,400.0,21850.0,B11,60.0,1,18.0,0.0,2023,0.0,0.0,0.0,0.0
43,2,黑豆,梯田,第一季,475.0,7.5,400.0,21850.0,B12,45.0,1,13.5,0.0,2023,0.0,0.0,0.0,0.0
44,2,黑豆,梯田,第一季,475.0,7.5,400.0,21850.0,B13,35.0,1,10.5,0.0,2023,0.0,0.0,0.0,0.0
45,2,黑豆,梯田,第一季,475.0,7.5,400.0,21850.0,B14,20.0,1,6.0,0.0,2023,0.0,0.0,0.0,0.0
46,2,黑豆,山坡地,第一季,450.0,7.5,400.0,21850.0,C1,15.0,1,4.5,0.0,2023,0.0,0.0,0.0,0.0
47,2,黑豆,山坡地,第一季,450.0,7.5,400.0,21850.0,C2,13.0,1,3.9,0.0,2023,0.0,0.0,0.0,0.0
48,2,黑豆,山坡地,第一季,450.0,7.5,400.0,21850.0,C3,15.0,1,4.5,0.0,2023,0.0,0.0,0.0,0.0
49,2,黑豆,山坡地,第一季,450.0,7.5,400.0,21850.0,C4,18.0,1,5.4,0.0,2023,0.0,0.0,0.0,0.0
50,2,黑豆,山坡地,第一季,450.0,7.5,400.0,21850.0,C5,27.0,1,8.099999999999998,0.0,2023,0.0,0.0,0.0,0.0
51,2,黑豆,山坡地,第一季,450.0,7.5,400.0,21850.0,C6,20.0,1,6.0,0.0,2023,0.0,0.0,0.0,0.0
52,3,红豆,平旱地,第一季,400.0,8.25,350.0,22400.0,A1,80.0,1,24.0,0.0,2023,0.0,0.0,0.0,0.0
53,3,红豆,平旱地,第一季,400.0,8.25,350.0,22400.0,A2,55.0,1,16.5,0.0,2023,0.0,0.0,0.0,0.0
54,3,红豆,平旱地,第一季,400.0,8.25,350.0,22400.0,A3,35.0,1,10.5,0.0,2023,0.0,0.0,0.0,0.0
55,3,红豆,平旱地,第一季,400.0,8.25,350.0,22400.0,A4,72.0,1,21.6,0.0,2023,0.0,0.0,0.0,0.0
56,3,红豆,平旱地,第一季,400.0,8.25,350.0,22400.0,A5,68.0,1,20.4,0.0,2023,0.0,0.0,0.0,0.0
57,3,红豆,平旱地,第一季,400.0,8.25,350.0,22400.0,A6,55.0,1,16.5,0.0,2023,0.0,0.0,0.0,0.0
58,3,红豆,梯田,第一季,380.0,8.25,350.0,22400.0,B1,60.0,1,18.0,0.0,2023,0.0,0.0,0.0,0.0
59,3,红豆,梯田,第一季,380.0,8.25,350.0,22400.0,B2,46.0,1,13.799999999999997,0.0,2023,0.0,0.0,0.0,0.0
60,3,红豆,梯田,第一季,380.0,8.25,350.0,22400.0,B3,40.0,1,40.0,1.0,2023,15200.0,40.0,14000.0,1.0
61,3,红豆,梯田,第一季,380.0,8.25,350.0,22400.0,B4,28.0,1,8.4,0.0,2023,0.0,0.0,0.0,0.0
62,3,红豆,梯田,第一季,380.0,8.25,350.0,22400.0,B5,25.0,1,7.5,0.0,2023,0.0,0.0,0.0,0.0
63,3,红豆,梯田,第一季,380.0,8.25,350.0,22400.0,B6,86.0,1,25.8,0.0,2023,0.0,0.0,0.0,0.0
64,3,红豆,梯田,第一季,380.0,8.25,350.0,22400.0,B7,55.0,1,16.5,0.0,2023,0.0,0.0,0.0,0.0
65,3,红豆,梯田,第一季,380.0,8.25,350.0,22400.0,B8,44.0,1,13.2,0.0,2023,0.0,0.0,0.0,0.0
66,3,红豆,梯田,第一季,380.0,8.25,350.0,22400.0,B9,50.0,1,15.0,0.0,2023,0.0,0.0,0.0,0.0
67,3,红豆,梯田,第一季,380.0,8.25,350.0,22400.0,B10,25.0,1,7.5,0.0,2023,0.0,0.0,0.0,0.0
68,3,红豆,梯田,第一季,380.0,8.25,350.0,22400.0,B11,60.0,1,18.0,0.0,2023,0.0,0.0,0.0,0.0
69,3,红豆,梯田,第一季,380.0,8.25,350.0,22400.0,B12,45.0,1,13.5,0.0,2023,0.0,0.0,0.0,0.0
70,3,红豆,梯田,第一季,380.0,8.25,350.0,22400.0,B13,35.0,1,10.5,0.0,2023,0.0,0.0,0.0,0.0
71,3,红豆,梯田,第一季,380.0,8.25,350.0,22400.0,B14,20.0,1,6.0,0.0,2023,0.0,0.0,0.0,0.0
72,3,红豆,山坡地,第一季,360.0,8.25,350.0,22400.0,C1,15.0,1,4.5,0.0,2023,0.0,0.0,0.0,0.0
73,3,红豆,山坡地,第一季,360.0,8.25,350.0,22400.0,C2,13.0,1,3.9,0.0,2023,0.0,0.0,0.0,0.0
74,3,红豆,山坡地,第一季,360.0,8.25,350.0,22400.0,C3,15.0,1,4.5,0.0,2023,0.0,0.0,0.0,0.0
75,3,红豆,山坡地,第一季,360.0,8.25,350.0,22400.0,C4,18.0,1,5.4,0.0,2023,0.0,0.0,0.0,0.0
76,3,红豆,山坡地,第一季,360.0,8.25,350.0,22400.0,C5,27.0,1,8.099999999999998,0.0,2023,0.0,0.0,0.0,0.0
77,3,红豆,山坡地,第一季,360.0,8.25,350.0,22400.0,C6,20.0,1,20.0,1.0,2023,7200.0,20.0,7000.0,1.0
78,4,绿豆,平旱地,第一季,350.0,7.0,350.0,33040.0,A1,80.0,1,24.0,0.0,2023,0.0,0.0,0.0,0.0
79,4,绿豆,平旱地,第一季,350.0,7.0,350.0,33040.0,A2,55.0,1,16.5,0.0,2023,0.0,0.0,0.0,0.0
80,4,绿豆,平旱地,第一季,350.0,7.0,350.0,33040.0,A3,35.0,1,10.5,0.0,2023,0.0,0.0,0.0,0.0
81,4,绿豆,平旱地,第一季,350.0,7.0,350.0,33040.0,A4,72.0,1,21.6,0.0,2023,0.0,0.0,0.0,0.0
82,4,绿豆,平旱地,第一季,350.0,7.0,350.0,33040.0,A5,68.0,1,68.0,1.0,2023,23800.0,68.0,23800.0,1.0
83,4,绿豆,平旱地,第一季,350.0,7.0,350.0,33040.0,A6,55.0,1,16.5,0.0,2023,0.0,0.0,0.0,0.0
84,4,绿豆,梯田,第一季,330.0,7.0,350.0,33040.0,B1,60.0,1,18.0,0.0,2023,0.0,0.0,0.0,0.0
85,4,绿豆,梯田,第一季,330.0,7.0,350.0,33040.0,B2,46.0,1,13.799999999999997,0.0,2023,0.0,0.0,0.0,0.0
86,4,绿豆,梯田,第一季,330.0,7.0,350.0,33040.0,B3,40.0,1,12.0,0.0,2023,0.0,0.0,0.0,0.0
87,4,绿豆,梯田,第一季,330.0,7.0,350.0,33040.0,B4,28.0,1,28.0,1.0,2023,9240.0,28.0,9800.0,1.0
88,4,绿豆,梯田,第一季,330.0,7.0,350.0,33040.0,B5,25.0,1,7.5,0.0,2023,0.0,0.0,0.0,0.0
89,4,绿豆,梯田,第一季,330.0,7.0,350.0,33040.0,B6,86.0,1,25.8,0.0,2023,0.0,0.0,0.0,0.0
90,4,绿豆,梯田,第一季,330.0,7.0,350.0,33040.0,B7,55.0,1,16.5,0.0,2023,0.0,0.0,0.0,0.0
91,4,绿豆,梯田,第一季,330.0,7.0,350.0,33040.0,B8,44.0,1,13.2,0.0,2023,0.0,0.0,0.0,0.0
92,4,绿豆,梯田,第一季,330.0,7.0,350.0,33040.0,B9,50.0,1,15.0,0.0,2023,0.0,0.0,0.0,0.0
93,4,绿豆,梯田,第一季,330.0,7.0,350.0,33040.0,B10,25.0,1,7.5,0.0,2023,0.0,0.0,0.0,0.0
94,4,绿豆,梯田,第一季,330.0,7.0,350.0,33040.0,B11,60.0,1,18.0,0.0,2023,0.0,0.0,0.0,0.0
95,4,绿豆,梯田,第一季,330.0,7.0,350.0,33040.0,B12,45.0,1,13.5,0.0,2023,0.0,0.0,0.0,0.0
96,4,绿豆,梯田,第一季,330.0,7.0,350.0,33040.0,B13,35.0,1,10.5,0.0,2023,0.0,0.0,0.0,0.0
97,4,绿豆,梯田,第一季,330.0,7.0,350.0,33040.0,B14,20.0,1,6.0,0.0,2023,0.0,0.0,0.0,0.0
98,4,绿豆,山坡地,第一季,315.0,7.0,350.0,33040.0,C1,15.0,1,4.5,0.0,2023,0.0,0.0,0.0,0.0
99,4,绿豆,山坡地,第一季,315.0,7.0,350.0,33040.0,C2,13.0,1,3.9,0.0,2023,0.0,0.0,0.0,0.0
100,4,绿豆,山坡地,第一季,315.0,7.0,350.0,33040.0,C3,15.0,1,4.5,-0.0,2023,-0.0,-0.0,-0.0,-0.0
101,4,绿豆,山坡地,第一季,315.0,7.0,350.0,33040.0,C4,18.0,1,5.4,0.0,2023,0.0,0.0,0.0,0.0
102,4,绿豆,山坡地,第一季,315.0,7.0,350.0,33040.0,C5,27.0,1,8.099999999999998,0.0,2023,0.0,0.0,0.0,0.0
103,4,绿豆,山坡地,第一季,315.0,7.0,350.0,33040.0,C6,20.0,1,6.0,0.0,2023,0.0,0.0,0.0,0.0
104,5,爬豆,平旱地,第一季,415.0,6.75,350.0,9875.0,A1,80.0,1,24.0,0.0,2023,0.0,0.0,0.0,0.0
105,5,爬豆,平旱地,第一季,415.0,6.75,350.0,9875.0,A2,55.0,1,16.5,0.0,2023,0.0,0.0,0.0,0.0
106,5,爬豆,平旱地,第一季,415.0,6.75,350.0,9875.0,A3,35.0,1,10.5,0.0,2023,0.0,0.0,0.0,0.0
107,5,爬豆,平旱地,第一季,415.0,6.75,350.0,9875.0,A4,72.0,1,21.6,0.0,2023,0.0,0.0,0.0,0.0
108,5,爬豆,平旱地,第一季,415.0,6.75,350.0,9875.0,A5,68.0,1,20.4,-0.0,2023,-0.0,-0.0,-0.0,-0.0
109,5,爬豆,平旱地,第一季,415.0,6.75,350.0,9875.0,A6,55.0,1,16.5,0.0,2023,0.0,0.0,0.0,0.0
110,5,爬豆,梯田,第一季,395.0,6.75,350.0,9875.0,B1,60.0,1,18.0,0.0,2023,0.0,0.0,0.0,0.0
111,5,爬豆,梯田,第一季,395.0,6.75,350.0,9875.0,B2,46.0,1,13.799999999999997,0.0,2023,0.0,0.0,0.0,0.0
112,5,爬豆,梯田,第一季,395.0,6.75,350.0,9875.0,B3,40.0,1,12.0,0.0,2023,0.0,0.0,0.0,0.0
113,5,爬豆,梯田,第一季,395.0,6.75,350.0,9875.0,B4,28.0,1,8.4,0.0,2023,0.0,0.0,0.0,0.0
114,5,爬豆,梯田,第一季,395.0,6.75,350.0,9875.0,B5,25.0,1,25.0,1.0,2023,9875.0,25.0,8750.0,1.0
115,5,爬豆,梯田,第一季,395.0,6.75,350.0,9875.0,B6,86.0,1,25.8,0.0,2023,0.0,0.0,0.0,0.0
116,5,爬豆,梯田,第一季,395.0,6.75,350.0,9875.0,B7,55.0,1,16.5,0.0,2023,0.0,0.0,0.0,0.0
117,5,爬豆,梯田,第一季,395.0,6.75,350.0,9875.0,B8,44.0,1,13.2,0.0,2023,0.0,0.0,0.0,0.0
118,5,爬豆,梯田,第一季,395.0,6.75,350.0,9875.0,B9,50.0,1,15.0,0.0,2023,0.0,0.0,0.0,0.0
119,5,爬豆,梯田,第一季,395.0,6.75,350.0,9875.0,B10,25.0,1,7.5,0.0,2023,0.0,0.0,0.0,0.0
120,5,爬豆,梯田,第一季,395.0,6.75,350.0,9875.0,B11,60.0,1,18.0,0.0,2023,0.0,0.0,0.0,0.0
121,5,爬豆,梯田,第一季,395.0,6.75,350.0,9875.0,B12,45.0,1,13.5,0.0,2023,0.0,0.0,0.0,0.0
122,5,爬豆,梯田,第一季,395.0,6.75,350.0,9875.0,B13,35.0,1,10.5,0.0,2023,0.0,0.0,0.0,0.0
123,5,爬豆,梯田,第一季,395.0,6.75,350.0,9875.0,B14,20.0,1,6.0,0.0,2023,0.0,0.0,0.0,0.0
124,5,爬豆,山坡地,第一季,375.0,6.75,350.0,9875.0,C1,15.0,1,4.5,0.0,2023,0.0,0.0,0.0,0.0
125,5,爬豆,山坡地,第一季,375.0,6.75,350.0,9875.0,C2,13.0,1,3.9,0.0,2023,0.0,0.0,0.0,0.0
126,5,爬豆,山坡地,第一季,375.0,6.75,350.0,9875.0,C3,15.0,1,4.5,0.0,2023,0.0,0.0,0.0,0.0
127,5,爬豆,山坡地,第一季,375.0,6.75,350.0,9875.0,C4,18.0,1,5.4,0.0,2023,0.0,0.0,0.0,0.0
128,5,爬豆,山坡地,第一季,375.0,6.75,350.0,9875.0,C5,27.0,1,8.099999999999998,0.0,2023,0.0,0.0,0.0,0.0
129,5,爬豆,山坡地,第一季,375.0,6.75,350.0,9875.0,C6,20.0,1,6.0,0.0,2023,0.0,0.0,0.0,0.0
130,6,小麦,平旱地,第一季,800.0,3.5,450.0,170840.0,A1,80.0,0,80.0,1.0,2023,64000.0,80.0,36000.0,0.0
131,6,小麦,平旱地,第一季,800.0,3.5,450.0,170840.0,A2,55.0,0,16.5,0.0,2023,0.0,0.0,0.0,0.0
132,6,小麦,平旱地,第一季,800.0,3.5,450.0,170840.0,A3,35.0,0,10.5,0.0,2023,0.0,0.0,0.0,0.0
133,6,小麦,平旱地,第一季,800.0,3.5,450.0,170840.0,A4,72.0,0,21.6,0.0,2023,0.0,0.0,0.0,0.0
134,6,小麦,平旱地,第一季,800.0,3.5,450.0,170840.0,A5,68.0,0,20.4,0.0,2023,0.0,0.0,0.0,0.0
135,6,小麦,平旱地,第一季,800.0,3.5,450.0,170840.0,A6,55.0,0,16.5,0.0,2023,0.0,0.0,0.0,0.0
136,6,小麦,梯田,第一季,760.0,3.5,450.0,170840.0,B1,60.0,0,60.0,1.0,2023,45600.0,60.0,27000.0,0.0
137,6,小麦,梯田,第一季,760.0,3.5,450.0,170840.0,B2,46.0,0,13.799999999999997,0.0,2023,0.0,0.0,0.0,0.0
138,6,小麦,梯田,第一季,760.0,3.5,450.0,170840.0,B3,40.0,0,12.0,0.0,2023,0.0,0.0,0.0,0.0
139,6,小麦,梯田,第一季,760.0,3.5,450.0,170840.0,B4,28.0,0,8.4,0.0,2023,0.0,0.0,0.0,0.0
140,6,小麦,梯田,第一季,760.0,3.5,450.0,170840.0,B5,25.0,0,7.5,0.0,2023,0.0,0.0,0.0,0.0
141,6,小麦,梯田,第一季,760.0,3.5,450.0,170840.0,B6,86.0,0,25.8,0.0,2023,0.0,0.0,0.0,0.0
142,6,小麦,梯田,第一季,760.0,3.5,450.0,170840.0,B7,55.0,0,55.0,1.0,2023,41800.0,55.0,24750.0,0.0
143,6,小麦,梯田,第一季,760.0,3.5,450.0,170840.0,B8,44.0,0,13.2,0.0,2023,0.0,0.0,0.0,0.0
144,6,小麦,梯田,第一季,760.0,3.5,450.0,170840.0,B9,50.0,0,15.0,0.0,2023,0.0,0.0,0.0,0.0
145,6,小麦,梯田,第一季,760.0,3.5,450.0,170840.0,B10,25.0,0,7.5,0.0,2023,0.0,0.0,0.0,0.0
146,6,小麦,梯田,第一季,760.0,3.5,450.0,170840.0,B11,60.0,0,18.0,0.0,2023,0.0,0.0,0.0,0.0
147,6,小麦,梯田,第一季,760.0,3.5,450.0,170840.0,B12,45.0,0,13.5,0.0,2023,0.0,0.0,0.0,0.0
148,6,小麦,梯田,第一季,760.0,3.5,450.0,170840.0,B13,35.0,0,10.5,0.0,2023,0.0,0.0,0.0,0.0
149,6,小麦,梯田,第一季,760.0,3.5,450.0,170840.0,B14,20.0,0,6.0,0.0,2023,0.0,0.0,0.0,0.0
150,6,小麦,山坡地,第一季,720.0,3.5,450.0,170840.0,C1,15.0,0,4.5,0.0,2023,0.0,0.0,0.0,0.0
151,6,小麦,山坡地,第一季,720.0,3.5,450.0,170840.0,C2,13.0,0,3.9,0.0,2023,0.0,0.0,0.0,0.0
152,6,小麦,山坡地,第一季,720.0,3.5,450.0,170840.0,C3,15.0,0,4.5,0.0,2023,0.0,0.0,0.0,0.0
153,6,小麦,山坡地,第一季,720.0,3.5,450.0,170840.0,C4,18.0,0,5.4,0.0,2023,0.0,0.0,0.0,0.0
154,6,小麦,山坡地,第一季,720.0,3.5,450.0,170840.0,C5,27.0,0,27.0,1.0,2023,19440.0,27.0,12150.0,0.0
155,6,小麦,山坡地,第一季,720.0,3.5,450.0,170840.0,C6,20.0,0,6.0,0.0,2023,0.0,0.0,0.0,0.0
156,7,玉米,平旱地,第一季,1000.0,3.0,500.0,132750.0,A1,80.0,0,24.0,0.0,2023,0.0,0.0,0.0,0.0
157,7,玉米,平旱地,第一季,1000.0,3.0,500.0,132750.0,A2,55.0,0,55.0,1.0,2023,55000.0,55.0,27500.0,0.0
158,7,玉米,平旱地,第一季,1000.0,3.0,500.0,132750.0,A3,35.0,0,35.0,1.0,2023,35000.0,35.0,17500.0,0.0
159,7,玉米,平旱地,第一季,1000.0,3.0,500.0,132750.0,A4,72.0,0,21.6,0.0,2023,0.0,0.0,0.0,0.0
160,7,玉米,平旱地,第一季,1000.0,3.0,500.0,132750.0,A5,68.0,0,20.4,0.0,2023,0.0,0.0,0.0,0.0
161,7,玉米,平旱地,第一季,1000.0,3.0,500.0,132750.0,A6,55.0,0,16.5,0.0,2023,0.0,0.0,0.0,0.0
162,7,玉米,梯田,第一季,950.0,3.0,500.0,132750.0,B1,60.0,0,18.0,0.0,2023,0.0,0.0,0.0,0.0
163,7,玉米,梯田,第一季,950.0,3.0,500.0,132750.0,B2,46.0,0,13.799999999999997,0.0,2023,0.0,0.0,0.0,0.0
164,7,玉米,梯田,第一季,950.0,3.0,500.0,132750.0,B3,40.0,0,12.0,0.0,2023,0.0,0.0,0.0,0.0
165,7,玉米,梯田,第一季,950.0,3.0,500.0,132750.0,B4,28.0,0,8.4,0.0,2023,0.0,0.0,0.0,0.0
166,7,玉米,梯田,第一季,950.0,3.0,500.0,132750.0,B5,25.0,0,7.5,0.0,2023,0.0,0.0,0.0,0.0
167,7,玉米,梯田,第一季,950.0,3.0,500.0,132750.0,B6,86.0,0,25.8,0.0,2023,0.0,0.0,0.0,0.0
168,7,玉米,梯田,第一季,950.0,3.0,500.0,132750.0,B7,55.0,0,16.5,0.0,2023,0.0,0.0,0.0,0.0
169,7,玉米,梯田,第一季,950.0,3.0,500.0,132750.0,B8,44.0,0,13.2,0.0,2023,0.0,0.0,0.0,0.0
170,7,玉米,梯田,第一季,950.0,3.0,500.0,132750.0,B9,50.0,0,15.0,0.0,2023,0.0,0.0,0.0,0.0
171,7,玉米,梯田,第一季,950.0,3.0,500.0,132750.0,B10,25.0,0,7.5,0.0,2023,0.0,0.0,0.0,0.0
172,7,玉米,梯田,第一季,950.0,3.0,500.0,132750.0,B11,60.0,0,18.0,0.0,2023,0.0,0.0,0.0,0.0
173,7,玉米,梯田,第一季,950.0,3.0,500.0,132750.0,B12,45.0,0,45.0,1.0,2023,42750.0,45.0,22500.0,0.0
174,7,玉米,梯田,第一季,950.0,3.0,500.0,132750.0,B13,35.0,0,10.5,0.0,2023,0.0,0.0,0.0,0.0
175,7,玉米,梯田,第一季,950.0,3.0,500.0,132750.0,B14,20.0,0,6.0,0.0,2023,0.0,0.0,0.0,0.0
176,7,玉米,山坡地,第一季,900.0,3.0,500.0,132750.0,C1,15.0,0,4.5,0.0,2023,0.0,0.0,0.0,0.0
177,7,玉米,山坡地,第一季,900.0,3.0,500.0,132750.0,C2,13.0,0,3.9,0.0,2023,0.0,0.0,0.0,0.0
178,7,玉米,山坡地,第一季,900.0,3.0,500.0,132750.0,C3,15.0,0,4.5,0.0,2023,0.0,0.0,0.0,0.0
179,7,玉米,山坡地,第一季,900.0,3.0,500.0,132750.0,C4,18.0,0,5.4,0.0,2023,0.0,0.0,0.0,0.0
180,7,玉米,山坡地,第一季,900.0,3.0,500.0,132750.0,C5,27.0,0,8.099999999999998,0.0,2023,0.0,0.0,0.0,0.0
181,7,玉米,山坡地,第一季,900.0,3.0,500.0,132750.0,C6,20.0,0,6.0,0.0,2023,0.0,0.0,0.0,0.0
182,8,谷子,平旱地,第一季,400.0,6.75,360.0,71400.0,A1,80.0,0,24.0,0.0,2023,0.0,0.0,0.0,0.0
183,8,谷子,平旱地,第一季,400.0,6.75,360.0,71400.0,A2,55.0,0,16.5,0.0,2023,0.0,0.0,0.0,0.0
184,8,谷子,平旱地,第一季,400.0,6.75,360.0,71400.0,A3,35.0,0,10.5,0.0,2023,0.0,0.0,0.0,0.0
185,8,谷子,平旱地,第一季,400.0,6.75,360.0,71400.0,A4,72.0,0,21.6,0.0,2023,0.0,0.0,0.0,0.0
186,8,谷子,平旱地,第一季,400.0,6.75,360.0,71400.0,A5,68.0,0,20.4,0.0,2023,0.0,0.0,0.0,0.0
187,8,谷子,平旱地,第一季,400.0,6.75,360.0,71400.0,A6,55.0,0,55.0,1.0,2023,22000.0,55.0,19800.0,0.0
188,8,谷子,梯田,第一季,380.0,6.75,360.0,71400.0,B1,60.0,0,18.0,0.0,2023,0.0,0.0,0.0,0.0
189,8,谷子,梯田,第一季,380.0,6.75,360.0,71400.0,B2,46.0,0,13.799999999999997,0.0,2023,0.0,0.0,0.0,0.0
190,8,谷子,梯田,第一季,380.0,6.75,360.0,71400.0,B3,40.0,0,12.0,0.0,2023,0.0,0.0,0.0,0.0
191,8,谷子,梯田,第一季,380.0,6.75,360.0,71400.0,B4,28.0,0,8.4,0.0,2023,0.0,0.0,0.0,0.0
192,8,谷子,梯田,第一季,380.0,6.75,360.0,71400.0,B5,25.0,0,7.5,0.0,2023,0.0,0.0,0.0,0.0
193,8,谷子,梯田,第一季,380.0,6.75,360.0,71400.0,B6,86.0,0,86.0,1.0,2023,32680.0,86.0,30960.0,0.0
194,8,谷子,梯田,第一季,380.0,6.75,360.0,71400.0,B7,55.0,0,16.5,0.0,2023,0.0,0.0,0.0,0.0
